f,xrms,xmean,xsnr
1,0.61497,-0.036283,77.586
10,0.61375,-0.018045,75.626
100,0.62284,-0.016609,60.316
1000,0.016826,-0.016824,9.3672
1001,0.016798,-0.016796,10.904
1002,0.016816,-0.016814,10.324
1003,0.016828,-0.016826,8.3247
1004,0.01681,-0.016809,5.8414
1005,0.016821,-0.016821,0.23347
1006,0.016779,-0.016779,-4.0103
1007,0.016839,-0.016839,0.20731
1008,0.016853,-0.016852,4.7152
1009,0.016828,-0.016826,7.6658
101,0.62321,-0.016821,66.17
1010,0.016817,-0.016815,8.1932
1011,0.016853,-0.016851,8.7329
1012,0.016832,-0.01683,7.8507
1013,0.016842,-0.016841,5.6604
1014,0.016817,-0.016817,1.887
1015,0.016813,-0.016813,-6.9549
1016,0.016814,-0.016814,-6.0163
1017,0.016867,-0.016867,1.9309
1018,0.016843,-0.016842,5.5376
1019,0.016828,-0.016827,6.5968
102,0.6235,-0.016839,72.604
1020,0.016813,-0.016811,8.1496
1021,0.016819,-0.016817,7.7076
1022,0.016828,-0.016827,6.9955
1023,0.016816,-0.016816,3.6926
1024,0.016896,-0.016896,-1.2
1025,0.016843,-0.016843,-8.5956
1026,0.01683,-0.01683,-2.7007
1027,0.016815,-0.016815,2.3529
1028,0.016782,-0.016782,3.7562
1029,0.016817,-0.016816,6.1087
103,0.62376,-0.016966,77.179
1030,0.016823,-0.016822,6.8353
1031,0.016803,-0.016802,6.0411
1032,0.016832,-0.016832,4.178
1033,0.016823,-0.016822,0.46759
1034,0.016838,-0.016838,-5.0569
1035,0.016859,-0.016858,-5.736
1036,0.016803,-0.016803,-0.39062
1037,0.016832,-0.016831,2.9198
1038,0.016769,-0.016768,5.1251
1039,0.016813,-0.016812,5.9344
104,0.6241,-0.017104,77.905
1040,0.016802,-0.016801,5.01
1041,0.016801,-0.0168,4.9526
1042,0.016785,-0.016784,1.2653
1043,0.016777,-0.016777,-3.8577
1044,0.0168,-0.0168,-8.1219
1045,0.016785,-0.016785,-5.5443
1046,0.016763,-0.016763,0.41502
1047,0.016794,-0.016794,3.398
1048,0.016764,-0.016763,4.8138
1049,0.016762,-0.016761,3.5218
105,0.62432,-0.016913,77.275
1050,0.01682,-0.01682,3.253
1051,0.016812,-0.016811,1.7341
1052,0.01678,-0.016779,-0.50689
1053,0.016788,-0.016787,-4.2286
1054,0.016849,-0.016849,-2.7935
1055,0.016849,-0.016849,-2.3416
1056,0.016813,-0.016812,1.5762
1057,0.016827,-0.016826,3.1019
1058,0.016793,-0.016792,3.6479
1059,0.016817,-0.016817,3.7266
106,0.62441,-0.016849,78.121
1060,0.016823,-0.016822,3.0581
1061,0.016828,-0.016828,0.094232
1062,0.016829,-0.016829,-5.7307
1063,0.016804,-0.016804,-0.68177
1064,0.016823,-0.016823,-5.2479
1065,0.016801,-0.0168,-3.5281
1066,0.016804,-0.016803,-0.31639
1067,0.016814,-0.016814,1.5891
1068,0.01682,-0.01682,1.8002
1069,0.016807,-0.016807,1.553
107,0.62456,-0.017045,78.449
1070,0.01679,-0.01679,-0.22749
1071,0.016866,-0.016866,-2.4228
1072,0.016889,-0.016889,-4.8514
1073,0.016885,-0.016885,-3.2442
1074,0.01684,-0.016839,-5.2126
1075,0.01682,-0.01682,-0.56508
1076,0.016821,-0.016821,0.77619
1077,0.016825,-0.016825,1.269
1078,0.016844,-0.016843,1.2918
1079,0.016884,-0.016884,0.26618
108,0.62454,-0.017094,78.291
1080,0.016838,-0.016837,-2.7797
1081,0.016834,-0.016833,-3.9812
1082,0.016836,-0.016836,-6.5611
1083,0.016853,-0.016853,-5.6667
1084,0.016796,-0.016796,-5.3452
1085,0.016865,-0.016865,-2.9182
1086,0.016841,-0.01684,-1.4759
1087,0.01686,-0.01686,-0.29176
1088,0.016867,-0.016866,-0.69139
1089,0.016875,-0.016875,-2.512
109,0.62459,-0.016861,77.232
1090,0.016853,-0.016853,-4.7101
1091,0.016849,-0.016849,-3.043
1092,0.016906,-0.016906,-7.3232
1093,0.016886,-0.016886,-10.393
1094,0.016895,-0.016895,-5.7666
1095,0.016848,-0.016847,-4.7978
1096,0.016898,-0.016898,-3.9664
1097,0.016855,-0.016855,-3.2647
1098,0.016835,-0.016835,-4.2577
1099,0.0168,-0.0168,-6.2129
11,0.61388,-0.017768,75.465
110,0.62453,-0.016817,76.642
1100,0.01684,-0.01684,-5.4956
1101,0.016797,-0.016797,-7.2383
1102,0.016845,-0.016845,-5.6222
1103,0.016874,-0.016874,-5.3119
1104,0.016937,-0.016936,-5.815
1105,0.016886,-0.016886,-5.3534
1106,0.016862,-0.016862,-4.8011
1107,0.016821,-0.016821,-4.9078
1108,0.016846,-0.016846,-5.5061
1109,0.016862,-0.016862,-7.8767
111,0.62443,-0.016789,78.44
1110,0.016857,-0.016857,-6.3459
1111,0.016805,-0.016805,-6.2989
1112,0.01683,-0.016829,-5.9915
1113,0.016835,-0.016835,-6.5728
1114,0.016823,-0.016823,-6.9166
1115,0.016817,-0.016817,-4.8308
1116,0.016839,-0.016839,-6.3593
1117,0.016789,-0.016789,-6.5362
1118,0.016805,-0.016805,-6.0013
1119,0.016803,-0.016803,-5.6678
112,0.62442,-0.017089,78.444
1120,0.016834,-0.016833,-7.5118
1121,0.016773,-0.016772,-10.576
1122,0.016809,-0.016809,-9.3363
1123,0.016797,-0.016796,-5.8391
1124,0.016788,-0.016788,-7.9104
1125,0.016779,-0.016779,-4.4087
1126,0.01684,-0.016839,-5.2242
1127,0.016803,-0.016802,-7.1869
1128,0.016775,-0.016775,-5.2087
1129,0.016825,-0.016825,-3.064
113,0.62442,-0.016963,78.13
1130,0.016842,-0.016842,-3.7067
1131,0.016848,-0.016848,-6.3235
1132,0.01684,-0.01684,-6.7995
1133,0.016775,-0.016775,-8.1798
1134,0.016787,-0.016787,-5.125
1135,0.016775,-0.016774,-4.7499
1136,0.016783,-0.016783,-2.5833
1137,0.016734,-0.016734,-9.907
1138,0.016803,-0.016803,-6.1109
1139,0.016751,-0.016751,-4.1173
114,0.62447,-0.01687,77.209
1140,0.016747,-0.016747,-3.7782
1141,0.016745,-0.016744,-6.8163
1142,0.01678,-0.01678,-4.6092
1143,0.016782,-0.016782,-4.6659
1144,0.016764,-0.016764,-4.5851
1145,0.016772,-0.016772,-5.7249
1146,0.016801,-0.016801,-3.0136
1147,0.016801,-0.016801,-5.1543
1148,0.016828,-0.016828,-7.9557
1149,0.016857,-0.016857,-6.2838
115,0.62453,-0.016949,77.971
1150,0.016768,-0.016767,-8.4988
1151,0.016771,-0.016771,-4.8142
1152,0.016801,-0.016801,-5.8153
1153,0.016753,-0.016753,-3.815
1154,0.016714,-0.016714,-2.3055
1155,0.016734,-0.016734,-5.2712
1156,0.016796,-0.016796,-1.9996
1157,0.016755,-0.016754,-5.6165
1158,0.016768,-0.016768,-5.9443
1159,0.016786,-0.016785,-7.0676
116,0.6247,-0.016832,78.404
1160,0.016764,-0.016764,-6.1005
1161,0.016821,-0.016821,-10.006
1162,0.016808,-0.016807,-6.3635
1163,0.016817,-0.016817,-6.5341
1164,0.016752,-0.016752,-8.5574
1165,0.016817,-0.016817,-8.4212
1166,0.016825,-0.016825,-5.287
1167,0.016818,-0.016817,-5.2575
1168,0.016805,-0.016805,-5.0838
1169,0.016805,-0.016805,-5.6895
117,0.62486,-0.016702,78.781
1170,0.016774,-0.016773,-4.9897
1171,0.016856,-0.016856,-4.6525
1172,0.016817,-0.016817,-7.4676
1173,0.016818,-0.016818,-10.406
1174,0.016842,-0.016842,-3.076
1175,0.016841,-0.016841,-5.2403
1176,0.016918,-0.016918,-3.6822
1177,0.016839,-0.016839,-5.0679
1178,0.016789,-0.016789,-4.588
1179,0.016801,-0.016801,-4.7967
118,0.62517,-0.016872,77.232
1180,0.016773,-0.016772,-9.8376
1181,0.016877,-0.016877,-6.5078
1182,0.016809,-0.016809,-3.9441
1183,0.01679,-0.01679,-11.102
1184,0.016818,-0.016818,-3.4474
1185,0.016768,-0.016767,-9.438
1186,0.01673,-0.01673,-6.7628
1187,0.016802,-0.016802,-4.803
1188,0.016788,-0.016788,-1.6939
1189,0.016748,-0.016748,1.3549
119,0.62545,-0.017065,78.443
1190,0.016799,-0.016799,2.5541
1191,0.016812,-0.016811,4.4867
1192,0.016798,-0.016797,6.9772
1193,0.016818,-0.016817,8.702
1194,0.016813,-0.016811,9.0148
1195,0.016821,-0.016819,9.0603
1196,0.016861,-0.016859,10.379
1197,0.016813,-0.01681,10.012
1198,0.016821,-0.016818,10.377
1199,0.016841,-0.016839,9.5794
12,0.6135,-0.016927,74.297
120,0.62576,-0.017091,78.179
1200,0.016848,-0.016846,8.5308
1201,0.016826,-0.016825,8.0557
1202,0.01683,-0.016829,6.7814
1203,0.016862,-0.016861,4.1886
1204,0.016867,-0.016867,1.1449
1205,0.016888,-0.016888,-3.5523
1206,0.016863,-0.016863,-5.3832
1207,0.016819,-0.016819,-5.0569
1208,0.016866,-0.016865,1.5974
1209,0.016857,-0.016856,5.8994
121,0.62604,-0.017029,78.454
1210,0.016862,-0.016861,7.8829
1211,0.016867,-0.016865,9.655
1212,0.016843,-0.016841,10.312
1213,0.016836,-0.016833,11.544
1214,0.016855,-0.016851,12.663
1215,0.016857,-0.016853,13.174
1216,0.016847,-0.016842,13.37
1217,0.016844,-0.016839,14.746
1218,0.016832,-0.016825,14.949
1219,0.016797,-0.016791,15.396
122,0.62632,-0.01691,78.025
1220,0.016763,-0.016756,15.151
1221,0.016745,-0.016738,15.601
1222,0.01676,-0.016752,15.591
1223,0.016831,-0.016823,15.764
1224,0.016813,-0.016805,14.849
1225,0.016806,-0.016798,15.613
1226,0.016818,-0.01681,16.014
1227,0.01684,-0.016832,16.097
1228,0.016831,-0.016823,16.546
1229,0.016883,-0.016876,16.624
123,0.62665,-0.017012,77.883
1230,0.016837,-0.01683,16.508
1231,0.016921,-0.016914,15.882
1232,0.01684,-0.016833,16.41
1233,0.016816,-0.01681,15.582
1234,0.01683,-0.016824,15.633
1235,0.01683,-0.016824,15.008
1236,0.016887,-0.016881,14.346
1237,0.016875,-0.016869,14.214
1238,0.016845,-0.01684,13.93
1239,0.016874,-0.016869,13.255
124,0.62681,-0.017074,78.203
1240,0.01684,-0.016836,12.825
1241,0.01683,-0.016827,12.859
1242,0.01679,-0.016786,11.649
1243,0.016809,-0.016806,11.506
1244,0.016883,-0.01688,10.735
1245,0.016853,-0.016851,10.516
1246,0.016819,-0.016817,9.9116
1247,0.016782,-0.01678,8.7037
1248,0.016816,-0.016815,7.1025
1249,0.01682,-0.016819,7.6999
125,0.62695,-0.016988,77.207
1250,0.01685,-0.016849,5.7377
1251,0.016788,-0.016788,4.0846
1252,0.016819,-0.016818,2.9748
1253,0.016837,-0.016836,0.038906
1254,0.016854,-0.016854,-2.5992
1255,0.016875,-0.016875,-5.797
1256,0.01682,-0.01682,-5.2121
1257,0.016814,-0.016813,-7.573
1258,0.016797,-0.016797,-7.2158
1259,0.016767,-0.016767,-4.4543
126,0.62701,-0.016829,76.994
1260,0.016794,-0.016794,-0.537
1261,0.016814,-0.016814,0.89534
1262,0.016822,-0.016822,3.3974
1263,0.016839,-0.016838,4.8481
1264,0.016819,-0.016818,6.1285
1265,0.016785,-0.016784,6.4835
1266,0.016839,-0.016838,7.8352
1267,0.016787,-0.016785,8.4147
1268,0.016759,-0.016757,9.5531
1269,0.016763,-0.016761,10.126
127,0.62709,-0.016797,78.117
1270,0.016749,-0.016747,10.253
1271,0.016766,-0.016763,10.918
1272,0.016791,-0.016788,11.783
1273,0.016776,-0.016773,11.789
1274,0.016786,-0.016783,11.878
1275,0.016802,-0.016798,12.829
1276,0.016789,-0.016784,13.403
1277,0.016756,-0.016751,13.551
1278,0.016791,-0.016786,13.629
1279,0.016749,-0.016744,14.028
128,0.62709,-0.017066,77.899
1280,0.016749,-0.016744,13.99
1281,0.016749,-0.016744,14.416
1282,0.016737,-0.016731,14.305
1283,0.016775,-0.016769,14.579
1284,0.016768,-0.016762,14.672
1285,0.016742,-0.016736,14.777
1286,0.016783,-0.016776,15.408
1287,0.016783,-0.016776,13.813
1288,0.016798,-0.016791,14.72
1289,0.016826,-0.016819,15.827
129,0.62706,-0.016978,77.98
1290,0.016772,-0.016765,15.494
1291,0.016767,-0.01676,14.968
1292,0.016803,-0.016795,16.223
1293,0.016784,-0.016777,16.081
1294,0.016804,-0.016797,15.28
1295,0.016765,-0.016758,15.601
1296,0.016794,-0.016786,15.258
1297,0.01677,-0.016762,15.331
1298,0.016763,-0.016756,15.109
1299,0.016785,-0.016778,16.496
13,0.61318,-0.016365,74.883
130,0.62702,-0.016896,76.99
1300,0.016805,-0.016798,16.026
1301,0.016765,-0.016758,15.468
1302,0.016825,-0.016818,15.916
1303,0.016807,-0.0168,15.103
1304,0.01678,-0.016773,15.066
1305,0.016782,-0.016775,16.02
1306,0.016768,-0.016761,15.725
1307,0.01679,-0.016784,15.534
1308,0.016755,-0.016749,15.092
1309,0.01674,-0.016734,15.151
131,0.62701,-0.016967,78.264
1310,0.016732,-0.016727,14.585
1311,0.016718,-0.016713,13.868
1312,0.016727,-0.016722,13.609
1313,0.016722,-0.016718,14.265
1314,0.016765,-0.01676,13.65
1315,0.016771,-0.016767,13.355
1316,0.016748,-0.016744,13.581
1317,0.016818,-0.016814,11.201
1318,0.016845,-0.016841,12.544
1319,0.016793,-0.01679,12.27
132,0.62697,-0.01686,77.009
1320,0.016798,-0.016795,12.046
1321,0.016778,-0.016775,11.541
1322,0.016803,-0.0168,10.444
1323,0.016813,-0.01681,11.006
1324,0.016793,-0.016791,9.9204
1325,0.016787,-0.016785,10.338
1326,0.016796,-0.016794,9.428
1327,0.016797,-0.016795,8.4693
1328,0.016796,-0.016795,6.9314
1329,0.016761,-0.01676,7.3054
133,0.62693,-0.017014,78.472
1330,0.016828,-0.016827,6.6062
1331,0.016793,-0.016793,5.9165
1332,0.016811,-0.01681,4.862
1333,0.016806,-0.016805,3.7874
1334,0.016798,-0.016798,2.2832
1335,0.016773,-0.016772,1.0973
1336,0.016798,-0.016797,-0.59424
1337,0.016781,-0.016781,-2.6426
1338,0.016772,-0.016771,-3.4411
1339,0.016774,-0.016774,-7.616
134,0.62707,-0.016846,61.614
1340,0.016747,-0.016746,-5.8121
1341,0.016772,-0.016771,-1.8494
1342,0.016738,-0.016738,-4.7037
1343,0.016773,-0.016773,-3.9671
1344,0.016804,-0.016803,-4.3803
1345,0.016778,-0.016778,-1.7185
1346,0.016834,-0.016834,-0.023171
1347,0.01679,-0.016789,1.5732
1348,0.016824,-0.016824,2.9398
1349,0.016795,-0.016794,3.6633
135,0.62719,-0.016939,65.925
1350,0.016799,-0.016798,5.3169
1351,0.016835,-0.016834,5.61
1352,0.016749,-0.016748,6.9945
1353,0.016779,-0.016777,7.4359
1354,0.016788,-0.016787,8.3358
1355,0.016808,-0.016806,9.185
1356,0.016812,-0.016811,9.4285
1357,0.016795,-0.016793,9.7982
1358,0.016788,-0.016786,10.379
1359,0.016811,-0.016809,10.532
136,0.62736,-0.016636,71.507
1360,0.016792,-0.01679,10.85
1361,0.016801,-0.016799,10.96
1362,0.016759,-0.016756,11.383
1363,0.016761,-0.016758,12.14
1364,0.016794,-0.01679,11.661
1365,0.016796,-0.016793,12.452
1366,0.016802,-0.016798,11.72
1367,0.016792,-0.016788,13.537
1368,0.016773,-0.016769,13.525
1369,0.016772,-0.016767,13.525
137,0.6276,-0.016833,76.798
1370,0.016782,-0.016777,13.694
1371,0.01681,-0.016805,13.622
1372,0.016817,-0.016812,14.085
1373,0.016821,-0.016815,13.507
1374,0.016811,-0.016805,14.353
1375,0.016813,-0.016807,13.765
1376,0.016824,-0.016819,13.838
1377,0.016824,-0.016818,14.74
1378,0.016825,-0.016819,15.014
1379,0.016828,-0.016822,15.011
138,0.62788,-0.016952,77.66
1380,0.016815,-0.016808,15.023
1381,0.016835,-0.016828,14.464
1382,0.016842,-0.016836,14.914
1383,0.016852,-0.016846,15.329
1384,0.016844,-0.016838,14.921
1385,0.016822,-0.016815,15.252
1386,0.016806,-0.016799,15.527
1387,0.016819,-0.016812,15.412
1388,0.016831,-0.016824,15.503
1389,0.016843,-0.016836,14.791
139,0.62822,-0.016932,78.833
1390,0.016832,-0.016825,15.822
1391,0.016833,-0.016826,15.828
1392,0.016788,-0.016781,15.605
1393,0.016825,-0.016818,15.551
1394,0.016791,-0.016784,15.508
1395,0.01685,-0.016843,14.911
1396,0.01677,-0.016764,15.188
1397,0.016782,-0.016775,15.74
1398,0.016765,-0.016759,14.201
1399,0.016795,-0.016789,13.294
14,0.61333,-0.015529,74.531
140,0.62847,-0.016906,77.938
1400,0.016786,-0.01678,15.543
1401,0.01674,-0.016734,15.001
1402,0.016782,-0.016776,14.823
1403,0.016792,-0.016787,14.946
1404,0.016777,-0.016772,14.35
1405,0.016797,-0.016791,14.022
1406,0.016788,-0.016783,13.947
1407,0.016796,-0.016792,13.719
1408,0.016781,-0.016776,13.778
1409,0.016803,-0.016799,13.881
141,0.62884,-0.01689,77.513
1410,0.016769,-0.016765,13.872
1411,0.016806,-0.016801,13.849
1412,0.016818,-0.016814,12.364
1413,0.016835,-0.016832,13.032
1414,0.016799,-0.016795,12.648
1415,0.016789,-0.016786,12.129
1416,0.016774,-0.016771,11.992
1417,0.016801,-0.016798,11.782
1418,0.016795,-0.016792,11.42
1419,0.016789,-0.016787,11.019
142,0.62906,-0.016782,78.002
1420,0.016798,-0.016796,11.158
1421,0.016793,-0.016791,10.551
1422,0.016757,-0.016755,10.462
1423,0.016796,-0.016794,9.0782
1424,0.016775,-0.016773,9.6073
1425,0.016749,-0.016748,9.2193
1426,0.016833,-0.016832,7.833
1427,0.016795,-0.016793,7.3697
1428,0.016775,-0.016774,7.3582
1429,0.016747,-0.016746,5.9815
143,0.62927,-0.016856,78.754
1430,0.016763,-0.016762,5.4611
1431,0.016794,-0.016794,5.0233
1432,0.016744,-0.016743,3.8336
1433,0.016801,-0.0168,2.335
1434,0.016851,-0.016851,0.54494
1435,0.016817,-0.016817,0.46167
1436,0.016833,-0.016833,-0.97594
1437,0.016903,-0.016903,-3.7588
1438,0.016813,-0.016813,-5.9853
1439,0.016874,-0.016874,-7.7337
144,0.62944,-0.016666,78.095
1440,0.01692,-0.016919,-4.2007
1441,0.016912,-0.016911,-7.4908
1442,0.016889,-0.016889,-7.3267
1443,0.016917,-0.016917,-3.9334
1444,0.016957,-0.016957,-6.2731
1445,0.017005,-0.017005,-4.5246
1446,0.016933,-0.016933,-2.5321
1447,0.016999,-0.016999,-0.35306
1448,0.016962,-0.016962,0.99478
1449,0.016983,-0.016982,2.3089
145,0.62955,-0.016753,78.783
1450,0.016988,-0.016987,3.4709
1451,0.01702,-0.017019,4.5487
1452,0.017065,-0.017065,4.9218
1453,0.017031,-0.01703,5.0413
1454,0.017035,-0.017034,5.8142
1455,0.01707,-0.017069,6.5817
1456,0.017051,-0.01705,6.5596
1457,0.01708,-0.017078,7.6672
1458,0.017081,-0.017079,8.691
1459,0.017075,-0.017073,8.528
146,0.62957,-0.016948,77.16
1460,0.017071,-0.017069,9.3599
1461,0.017146,-0.017144,10.478
1462,0.017094,-0.017092,10.111
1463,0.01712,-0.017117,10.855
1464,0.017136,-0.017133,11.05
1465,0.017114,-0.017111,11.149
1466,0.017139,-0.017136,11.669
1467,0.017156,-0.017153,11.992
1468,0.017106,-0.017103,12.449
1469,0.017128,-0.017124,12.048
147,0.62963,-0.016911,76.865
1470,0.01715,-0.017146,11.907
1471,0.017152,-0.017148,12.389
1472,0.017154,-0.01715,12.49
1473,0.017153,-0.017149,12.996
1474,0.017206,-0.017201,13.081
1475,0.017125,-0.01712,13.471
1476,0.017136,-0.017131,13.004
1477,0.017161,-0.017156,12.403
1478,0.017142,-0.017137,14.686
1479,0.017193,-0.017188,14.096
148,0.62952,-0.016851,76.93
1480,0.0172,-0.017195,13.844
1481,0.017203,-0.017197,13.109
1482,0.017184,-0.017178,14.137
1483,0.017221,-0.017216,14.637
1484,0.01722,-0.017214,14.729
1485,0.017198,-0.017193,14.734
1486,0.017225,-0.017219,15.095
1487,0.017219,-0.017213,14.194
1488,0.017182,-0.017176,14.548
1489,0.017228,-0.017222,14.255
149,0.62946,-0.017021,78.552
1490,0.017195,-0.017189,14.01
1491,0.017243,-0.017237,14.556
1492,0.017205,-0.017199,13.58
1493,0.017246,-0.01724,14.156
1494,0.017235,-0.017229,14.653
1495,0.017272,-0.017266,13.787
1496,0.01726,-0.017254,14.518
1497,0.017236,-0.01723,15.246
1498,0.017249,-0.017242,14.418
1499,0.017254,-0.017248,15.409
15,0.61343,-0.017369,74.375
150,0.62949,-0.016816,77.487
1500,0.017242,-0.017236,14.778
1501,0.017217,-0.017211,14.885
1502,0.017253,-0.017247,14.398
1503,0.017315,-0.017309,14.545
1504,0.017308,-0.017302,13.306
1505,0.01731,-0.017304,14.635
1506,0.01733,-0.017324,13.432
1507,0.017315,-0.017309,13.568
1508,0.017358,-0.017352,14.23
1509,0.017335,-0.017329,13.422
151,0.62946,-0.016839,77.534
1510,0.017342,-0.017337,14.346
1511,0.017399,-0.017394,13.512
1512,0.017395,-0.01739,12.943
1513,0.017365,-0.01736,13.859
1514,0.01735,-0.017345,13.211
1515,0.017382,-0.017377,13.456
1516,0.017425,-0.017421,13.088
1517,0.017416,-0.017411,12.89
1518,0.017391,-0.017387,12.845
1519,0.017406,-0.017402,13.011
152,0.62939,-0.016806,78.181
1520,0.017426,-0.017422,11.439
1521,0.017426,-0.017422,11.195
1522,0.017435,-0.017431,11.219
1523,0.017416,-0.017412,11.396
1524,0.017447,-0.017443,11.608
1525,0.017391,-0.017388,11.116
1526,0.017443,-0.01744,10.822
1527,0.017452,-0.017449,10.888
1528,0.017487,-0.017484,10.323
1529,0.017486,-0.017483,10.294
153,0.62948,-0.016917,77.596
1530,0.017455,-0.017453,9.8172
1531,0.017457,-0.017455,9.3952
1532,0.017473,-0.017471,9.7497
1533,0.017481,-0.017479,9.5794
1534,0.017458,-0.017456,9.0894
1535,0.017481,-0.017479,8.3007
1536,0.017449,-0.017448,7.7517
1537,0.017403,-0.017402,7.2774
1538,0.017511,-0.01751,6.8784
1539,0.017447,-0.017446,5.3391
154,0.6296,-0.016759,77.818
1540,0.01747,-0.017469,5.1819
1541,0.017495,-0.017495,4.6496
1542,0.017462,-0.017461,4.1039
1543,0.017484,-0.017483,2.879
1544,0.017456,-0.017455,1.6465
1545,0.017491,-0.01749,1.1577
1546,0.017463,-0.017463,-0.93161
1547,0.017498,-0.017498,-1.3334
1548,0.017527,-0.017527,-3.2311
1549,0.017536,-0.017535,-6.0883
155,0.62977,-0.016815,78.546
1550,0.017498,-0.017498,-7.4237
1551,0.017509,-0.017509,-6.5107
1552,0.017479,-0.017479,-5.7639
1553,0.017525,-0.017525,-4.0487
1554,0.017543,-0.017543,-3.4004
1555,0.017526,-0.017526,-6.2756
1556,0.01752,-0.017519,-5.719
1557,0.017565,-0.017565,-4.4443
1558,0.017546,-0.017545,-2.321
1559,0.017535,-0.017535,-0.99276
156,0.62999,-0.016725,78.828
1560,0.017557,-0.017557,0.67434
1561,0.01752,-0.01752,1.7399
1562,0.017537,-0.017536,2.0959
1563,0.017574,-0.017574,2.6233
1564,0.017526,-0.017525,5.1078
1565,0.017558,-0.017557,5.9639
1566,0.017536,-0.017535,5.1139
1567,0.017567,-0.017566,5.7033
1568,0.017544,-0.017543,7.7625
1569,0.017578,-0.017576,7.5013
157,0.63023,-0.016671,78.513
1570,0.017529,-0.017528,9.3188
1571,0.017566,-0.017565,8.2352
1572,0.017557,-0.017556,9.4976
1573,0.017578,-0.017576,9.2112
1574,0.017556,-0.017554,8.4389
1575,0.017619,-0.017617,9.4202
1576,0.017581,-0.017579,9.3973
1577,0.017574,-0.017572,10.031
1578,0.017568,-0.017565,10.27
1579,0.017629,-0.017626,10.509
158,0.6305,-0.016784,77.113
1580,0.017609,-0.017606,11.009
1581,0.017579,-0.017575,10.957
1582,0.017578,-0.017574,11.62
1583,0.017644,-0.017641,10.699
