P,f
-58.505,0.49683
-56.096,0.49732
-61.556,0.4978
-52.928,0.49829
-51.636,0.49878
-50.352,0.49927
-56.852,0.49976
-58.744,0.50024
-48.414,0.50073
-44.837,0.50122
-47.271,0.50171
-50.533,0.5022
-50.725,0.50268
-51.618,0.50317
-49.765,0.50366
-48.832,0.50415
-50.383,0.50464
-52.487,0.50512
-50.431,0.50561
-56.093,0.5061
-54.054,0.50659
-48.776,0.50708
-47.216,0.50756
-48.933,0.50805
-49.707,0.50854
-54.647,0.50903
-46.09,0.50952
-43.215,0.51
-58.43,0.51049
-57.544,0.51098
-50.702,0.51147
-52.224,0.51196
-50.223,0.51245
-52.328,0.51293
-49.898,0.51342
-45.603,0.51391
-42.736,0.5144
-44.305,0.51489
-46.24,0.51537
-51.453,0.51586
-59.958,0.51635
-56.088,0.51684
-61.924,0.51733
-60.389,0.51781
-51.804,0.5183
-54.126,0.51879
-40.934,0.51928
-36.855,0.51977
-48.625,0.52025
-47.783,0.52074
-48.592,0.52123
-46.525,0.52172
-44.031,0.52221
-44.909,0.52269
-47.728,0.52318
-45.642,0.52367
-45.105,0.52416
-47.739,0.52465
-57.226,0.52513
-53.274,0.52562
-49.068,0.52611
-43.922,0.5266
-45.613,0.52709
-51.186,0.52757
-56.3,0.52806
-63.027,0.52855
-49.953,0.52904
-49.405,0.52953
-60.157,0.53001
-50.046,0.5305
-48.765,0.53099
-51.532,0.53148
-60.905,0.53197
-54.012,0.53245
-55.129,0.53294
-52.704,0.53343
-46.668,0.53392
-50.092,0.53441
-53.694,0.5349
-49.536,0.53538
-46.259,0.53587
-49.61,0.53636
-51.389,0.53685
-53.444,0.53734
-53.932,0.53782
-57.567,0.53831
-47.888,0.5388
-44.893,0.53929
-45.467,0.53978
-51.086,0.54026
-56.027,0.54075
-49.176,0.54124
-49.012,0.54173
-48.762,0.54222
-47.544,0.5427
-48.691,0.54319
-45.803,0.54368
-46.832,0.54417
-50.048,0.54466
-62.151,0.54514
-53.973,0.54563
-53.084,0.54612
-55.972,0.54661
-46.718,0.5471
-48.565,0.54758
-47.385,0.54807
-45.958,0.54856
-52.283,0.54905
-50.539,0.54954
-43.978,0.55002
-47.22,0.55051
-53.409,0.551
-54.283,0.55149
-50.878,0.55198
-48.542,0.55246
-52.257,0.55295
-50.102,0.55344
-51.099,0.55393
-57.676,0.55442
-59.354,0.5549
-52.093,0.55539
-51.169,0.55588
-50.753,0.55637
-51.968,0.55686
-62.953,0.55735
-59.421,0.55783
-58.758,0.55832
-50.395,0.55881
-45.627,0.5593
-43.964,0.55979
-42.559,0.56027
-46.46,0.56076
-51.894,0.56125
-50.144,0.56174
-52.256,0.56223
-55.021,0.56271
-55.497,0.5632
-53.112,0.56369
-55.73,0.56418
-59.768,0.56467
-55.426,0.56515
-52.009,0.56564
-51.458,0.56613
-50.024,0.56662
-56.542,0.56711
-54.914,0.56759
-46.523,0.56808
-47.321,0.56857
-64.482,0.56906
-50.349,0.56955
-48.389,0.57003
-43.876,0.57052
-42.648,0.57101
-46.195,0.5715
-53.114,0.57199
-53.571,0.57247
-50.109,0.57296
-47.16,0.57345
-45.601,0.57394
-49.002,0.57443
-42.028,0.57491
-42.892,0.5754
-54.06,0.57589
-57.511,0.57638
-50.311,0.57687
-52.417,0.57735
-56.224,0.57784
-54.751,0.57833
-51.347,0.57882
-47.796,0.57931
-49.548,0.5798
-60.589,0.58028
-52.325,0.58077
-48.527,0.58126
-45.144,0.58175
-46.074,0.58224
-47.202,0.58272
-54.642,0.58321
-45.343,0.5837
-48.89,0.58419
-50.282,0.58468
-43.997,0.58516
-43.301,0.58565
-49.959,0.58614
-47.012,0.58663
-46.244,0.58712
-47.858,0.5876
-47.796,0.58809
-47.653,0.58858
-49.293,0.58907
-50.816,0.58956
-52.013,0.59004
-52.924,0.59053
-45.294,0.59102
-44.478,0.59151
-62.84,0.592
-58.492,0.59248
-47.439,0.59297
-45.872,0.59346
-58.864,0.59395
-54.605,0.59444
-58.271,0.59492
-54.906,0.59541
-60.508,0.5959
-49.62,0.59639
-50.156,0.59688
-60.743,0.59736
-63.857,0.59785
-57.169,0.59834
-64.684,0.59883
-41.69,0.59932
-36.949,0.5998
-47.883,0.60029
-50.073,0.60078
-53.865,0.60127
-49.092,0.60176
-48.973,0.60224
-52.114,0.60273
-51.04,0.60322
-52.072,0.60371
-48.687,0.6042
-44.97,0.60469
-50.417,0.60517
-49.49,0.60566
-45.162,0.60615
-49.487,0.60664
-65.433,0.60713
-51.146,0.60761
-48.051,0.6081
-47.109,0.60859
-51.128,0.60908
-50.13,0.60957
-50.753,0.61005
-46.433,0.61054
-45.906,0.61103
-48.641,0.61152
-46.964,0.61201
-44.061,0.61249
-48.919,0.61298
-52.72,0.61347
-52.156,0.61396
-51.393,0.61445
-48.199,0.61493
-49.146,0.61542
-46.022,0.61591
-47.777,0.6164
-51.411,0.61689
-49.867,0.61737
-55.429,0.61786
-61.426,0.61835
-53.552,0.61884
-48.564,0.61933
-50.074,0.61981
-55.261,0.6203
-56.621,0.62079
-51.638,0.62128
-51.556,0.62177
-54.637,0.62225
-66.35,0.62274
-58.49,0.62323
-55.011,0.62372
-68.102,0.62421
-61.402,0.62469
-55.279,0.62518
-52.978,0.62567
-52.773,0.62616
-49.568,0.62665
-50.346,0.62714
-48.023,0.62762
-49.504,0.62811
-47.067,0.6286
-45.176,0.62909
-62.785,0.62958
-51.986,0.63006
-50.128,0.63055
-49.154,0.63104
-48.539,0.63153
-49.947,0.63202
-54.375,0.6325
-43.651,0.63299
-42.727,0.63348
-47.068,0.63397
-57.966,0.63446
-48.616,0.63494
-50.037,0.63543
-69.07,0.63592
-72.322,0.63641
-57.066,0.6369
-59.529,0.63738
-52.57,0.63787
-47.224,0.63836
-47.339,0.63885
-56.425,0.63934
-52.658,0.63982
-60.243,0.64031
-51.208,0.6408
-48.281,0.64129
-51.189,0.64178
-56.874,0.64226
-48.189,0.64275
-50.702,0.64324
-44.842,0.64373
-45.173,0.64422
-46.887,0.6447
-47.536,0.64519
-54.2,0.64568
-52.727,0.64617
-52.989,0.64666
-68.082,0.64714
-56.619,0.64763
-54.784,0.64812
-52.887,0.64861
-52.807,0.6491
-47.655,0.64959
-54.602,0.65007
-51.864,0.65056
-53.427,0.65105
-49.409,0.65154
-49.734,0.65203
-47.576,0.65251
-49.831,0.653
-50.675,0.65349
-46.525,0.65398
-52.854,0.65447
-50.809,0.65495
-50.622,0.65544
-52.6,0.65593
-45.284,0.65642
-48.509,0.65691
-57.379,0.65739
-74.946,0.65788
-50.245,0.65837
-46.259,0.65886
-54.476,0.65935
-55.236,0.65983
-52.363,0.66032
-52.437,0.66081
-47.992,0.6613
-43.347,0.66179
-41.721,0.66227
-43.023,0.66276
-54.936,0.66325
-51.988,0.66374
-51.957,0.66423
-64.365,0.66471
-65.225,0.6652
-60.483,0.66569
-51.58,0.66618
-62.12,0.66667
-50.163,0.66715
-44.59,0.66764
-46.37,0.66813
-57.749,0.66862
-57.44,0.66911
-57.364,0.66959
-47.228,0.67008
-48.247,0.67057
-56.757,0.67106
-45.588,0.67155
-46.661,0.67204
-55.131,0.67252
-62.017,0.67301
-58.516,0.6735
-50.89,0.67399
-49.464,0.67448
-55.519,0.67496
-48.752,0.67545
-49.645,0.67594
-49.251,0.67643
-48.464,0.67692
-51.161,0.6774
-47.851,0.67789
-58.837,0.67838
-56.884,0.67887
-42.23,0.67936
-40.631,0.67984
-53.483,0.68033
-47.583,0.68082
-44.694,0.68131
-45.286,0.6818
-57.869,0.68228
-52.088,0.68277
-49.861,0.68326
-50.601,0.68375
-53.751,0.68424
-51.357,0.68472
-53.962,0.68521
-49.056,0.6857
-52.168,0.68619
-58.034,0.68668
-53.859,0.68716
-50.64,0.68765
-51.319,0.68814
-66.074,0.68863
-56.397,0.68912
-55.227,0.6896
-47.275,0.69009
-44.154,0.69058
-48.155,0.69107
-56.328,0.69156
-46.504,0.69204
-41.348,0.69253
-41.248,0.69302
-45.296,0.69351
-47.221,0.694
-47.649,0.69449
-50.844,0.69497
-49.568,0.69546
-48.944,0.69595
-53.966,0.69644
-54.651,0.69693
-48.039,0.69741
-46.397,0.6979
-52.577,0.69839
-50.658,0.69888
-51.977,0.69937
-60.89,0.69985
-54.405,0.70034
-54.371,0.70083
-57.318,0.70132
-47.497,0.70181
-48.83,0.70229
-55.202,0.70278
-57.011,0.70327
-50.309,0.70376
-55.117,0.70425
-51.194,0.70473
-48.664,0.70522
-53.444,0.70571
-62.066,0.7062
-51.352,0.70669
-50.148,0.70717
-52.848,0.70766
-46.813,0.70815
-43.899,0.70864
-49.157,0.70913
-55.393,0.70961
-47.732,0.7101
-48.705,0.71059
-49.05,0.71108
-48.516,0.71157
-50.924,0.71205
-57.311,0.71254
-53.281,0.71303
-49.305,0.71352
-50.676,0.71401
-44.208,0.71449
-43.281,0.71498
-44.691,0.71547
-48.28,0.71596
-63.082,0.71645
-54.667,0.71694
-47.14,0.71742
-45.303,0.71791
-49.925,0.7184
-44.54,0.71889
-43.803,0.71938
-40.818,0.71986
-46.634,0.72035
-58.235,0.72084
-59.093,0.72133
-49.137,0.72182
-45.837,0.7223
-52.209,0.72279
-51.322,0.72328
-47.621,0.72377
-46.844,0.72426
-52.435,0.72474
-57.202,0.72523
-48.486,0.72572
-45.072,0.72621
-45.547,0.7267
-47.666,0.72718
-47.384,0.72767
-54.274,0.72816
-55.181,0.72865
-59.845,0.72914
-47.442,0.72962
-50.323,0.73011
-47.862,0.7306
-47.955,0.73109
-51.422,0.73158
-42.574,0.73206
-46.493,0.73255
-44.276,0.73304
-40.879,0.73353
-43.823,0.73402
-51.827,0.7345
-50.791,0.73499
-50.334,0.73548
-46.44,0.73597
-44.884,0.73646
-47.69,0.73694
-46.996,0.73743
-55.307,0.73792
-55.661,0.73841
-51.782,0.7389
-49.437,0.73939
-46.206,0.73987
-45.655,0.74036
-48.023,0.74085
-50.9,0.74134
-44.679,0.74183
-46.51,0.74231
-50.694,0.7428
-48.919,0.74329
-50.219,0.74378
-48.773,0.74427
-48.444,0.74475
-46.967,0.74524
-46.233,0.74573
-51.594,0.74622
-57.894,0.74671
-51.196,0.74719
-48.087,0.74768
-46.516,0.74817
-50.452,0.74866
-50.515,0.74915
-45.447,0.74963
-44.253,0.75012
-48.271,0.75061
-46.192,0.7511
-49.66,0.75159
-73.885,0.75207
-49.946,0.75256
-56.452,0.75305
-50.129,0.75354
-44.014,0.75403
-44.447,0.75451
-55.539,0.755
-69.478,0.75549
-54.082,0.75598
-47.81,0.75647
-46.497,0.75695
-51.067,0.75744
-47.878,0.75793
-50.684,0.75842
-51.829,0.75891
-40.221,0.75939
-38.511,0.75988
-44.509,0.76037
-53.608,0.76086
-73.871,0.76135
-67.235,0.76184
-60.154,0.76232
-53.333,0.76281
-55.044,0.7633
-61.625,0.76379
-55.993,0.76428
-52.56,0.76476
-51.714,0.76525
-60.086,0.76574
-60.665,0.76623
-55.139,0.76672
-50.949,0.7672
-49.754,0.76769
-49.023,0.76818
-61.349,0.76867
-54.762,0.76916
-51.143,0.76964
-49.667,0.77013
-44.904,0.77062
-41.907,0.77111
-43.154,0.7716
-47.583,0.77208
-50.758,0.77257
-47.91,0.77306
-43.78,0.77355
-46.617,0.77404
-61.7,0.77452
-51.391,0.77501
-47.663,0.7755
-48.188,0.77599
-54.399,0.77648
-51.882,0.77696
-53.808,0.77745
-45.236,0.77794
-46.772,0.77843
-57.311,0.77892
-56.518,0.7794
-55.256,0.77989
-47.554,0.78038
-45.439,0.78087
-47.951,0.78136
-51.273,0.78184
-51.847,0.78233
-65.312,0.78282
-57.311,0.78331
-53.603,0.7838
-50.052,0.78429
-48.67,0.78477
-49.773,0.78526
-49.433,0.78575
-50.319,0.78624
-46.693,0.78673
-49.146,0.78721
-60.762,0.7877
-50.672,0.78819
-43.983,0.78868
-46.699,0.78917
-52.713,0.78965
-58.646,0.79014
-46.746,0.79063
-43.875,0.79112
-44.247,0.79161
-50.836,0.79209
-48.474,0.79258
-44.429,0.79307
-47.461,0.79356
-49.53,0.79405
-53.283,0.79453
-55.262,0.79502
-50.479,0.79551
-55.616,0.796
-64.374,0.79649
-72.506,0.79697
-54.765,0.79746
-52.728,0.79795
-45.285,0.79844
-49.775,0.79893
-43.49,0.79941
-47.609,0.7999
-49.784,0.80039
-55.082,0.80088
-57.583,0.80137
-50.15,0.80185
-52.439,0.80234
-57.364,0.80283
-53.485,0.80332
-56.231,0.80381
-56.218,0.80429
-52.16,0.80478
-50.135,0.80527
-49.288,0.80576
-52.519,0.80625
-50.466,0.80673
-47.264,0.80722
-48.065,0.80771
-53.543,0.8082
-48.012,0.80869
-53.853,0.80918
-48.276,0.80966
-57.292,0.81015
-45.368,0.81064
-44.914,0.81113
-51.871,0.81162
-42.666,0.8121
-43.51,0.81259
-46.989,0.81308
-49.308,0.81357
-47.519,0.81406
-48.127,0.81454
-52.758,0.81503
-51.378,0.81552
-46.778,0.81601
-47.733,0.8165
-49.562,0.81698
-45.874,0.81747
-44.4,0.81796
-45.136,0.81845
-47.818,0.81894
-54.745,0.81942
-41.003,0.81991
-40.479,0.8204
-47.735,0.82089
-47.75,0.82138
-45.222,0.82186
-53.757,0.82235
-50.329,0.82284
-49.097,0.82333
-52.888,0.82382
-46.503,0.8243
-42.956,0.82479
-45.811,0.82528
-50.872,0.82577
-52.042,0.82626
-55.199,0.82674
-51.617,0.82723
-49.208,0.82772
-44.414,0.82821
-50.942,0.8287
-47.207,0.82918
-44.806,0.82967
-47.285,0.83016
-53.159,0.83065
-55.512,0.83114
-62.164,0.83163
-58.239,0.83211
-55.076,0.8326
-59.129,0.83309
-48.753,0.83358
-47.462,0.83407
-46.596,0.83455
-53.066,0.83504
-46.154,0.83553
-56.425,0.83602
-51.417,0.83651
-56.191,0.83699
-63.902,0.83748
-49.462,0.83797
-50.577,0.83846
-44.216,0.83895
-35.171,0.83943
-36.844,0.83992
-50.664,0.84041
-54.019,0.8409
-67.432,0.84139
-51.544,0.84187
-51.746,0.84236
-59.902,0.84285
-48.031,0.84334
-48.489,0.84383
-50.342,0.84431
-49.189,0.8448
-50.304,0.84529
-49.338,0.84578
-48.209,0.84627
-45.912,0.84675
-50.637,0.84724
-52.853,0.84773
-48.154,0.84822
-52.327,0.84871
-55.768,0.84919
-48.209,0.84968
-47.459,0.85017
-74.429,0.85066
-53.318,0.85115
-53.399,0.85163
-46.033,0.85212
-50.587,0.85261
-51.561,0.8531
-52.551,0.85359
-58.976,0.85408
-64.182,0.85456
-57.043,0.85505
-46.849,0.85554
-47.011,0.85603
-45.869,0.85652
-49.619,0.857
-49.443,0.85749
-48.651,0.85798
-47.233,0.85847
-49.67,0.85896
-49.795,0.85944
-53.647,0.85993
-40.433,0.86042
-39.796,0.86091
-44.685,0.8614
-57.265,0.86188
-58.343,0.86237
-49.96,0.86286
-53.971,0.86335
-58.903,0.86384
-55.012,0.86432
-50.849,0.86481
-56.97,0.8653
-56.118,0.86579
-48.364,0.86628
-47.642,0.86676
-49.624,0.86725
-60.488,0.86774
-52.862,0.86823
-58.306,0.86872
-56.611,0.8692
-46.605,0.86969
-45.474,0.87018
-49.752,0.87067
-53.284,0.87116
-45.693,0.87164
-46.098,0.87213
-44.622,0.87262
-43.397,0.87311
-46.791,0.8736
-48.431,0.87408
-53.99,0.87457
-53.902,0.87506
-52.726,0.87555
-54.358,0.87604
-58.698,0.87653
-57.12,0.87701
-68.545,0.8775
-54.321,0.87799
-47.953,0.87848
-45.638,0.87897
-44.814,0.87945
-46.063,0.87994
-46.506,0.88043
-54.405,0.88092
-55.303,0.88141
-51.032,0.88189
-56.989,0.88238
-56.308,0.88287
-50.812,0.88336
-50.345,0.88385
-47.642,0.88433
-49.502,0.88482
-50.48,0.88531
-44.925,0.8858
-47.579,0.88629
-56.041,0.88677
-45.917,0.88726
-45.92,0.88775
-53.83,0.88824
-48.18,0.88873
-48.098,0.88921
-49.29,0.8897
-63.149,0.89019
-55.67,0.89068
-48.936,0.89117
-47.226,0.89165
-52.257,0.89214
-48.919,0.89263
-43.382,0.89312
-50.449,0.89361
-52.281,0.89409
-46.93,0.89458
-46.066,0.89507
-43.876,0.89556
-38.584,0.89605
-42.418,0.89653
-55.007,0.89702
-50.754,0.89751
-49.05,0.898
-54.337,0.89849
-60.423,0.89898
-48.261,0.89946
-47.621,0.89995
-56.596,0.90044
-56.957,0.90093
-57.348,0.90142
-62.812,0.9019
-55.391,0.90239
-56.535,0.90288
-55.74,0.90337
-47.138,0.90386
-57.329,0.90434
-47.657,0.90483
-52.036,0.90532
-59.96,0.90581
-58.363,0.9063
-45.098,0.90678
-43.725,0.90727
-46.088,0.90776
-43.514,0.90825
-46.659,0.90874
-54.257,0.90922
-56.864,0.90971
-46.366,0.9102
-43.95,0.91069
-44.268,0.91118
-46.681,0.91166
-45.973,0.91215
-44.819,0.91264
-49.494,0.91313
-61.675,0.91362
-47.388,0.9141
-47.332,0.91459
-48.997,0.91508
-48.489,0.91557
-59.555,0.91606
-52.158,0.91654
-49.018,0.91703
-49.475,0.91752
-49.841,0.91801
-57.352,0.9185
-53.004,0.91898
-50.179,0.91947
-46.839,0.91996
-45.909,0.92045
-48.182,0.92094
-53.7,0.92143
-50.239,0.92191
-49.668,0.9224
-52.678,0.92289
-57.853,0.92338
-51.425,0.92387
-55.522,0.92435
-52.162,0.92484
-52.798,0.92533
-53.863,0.92582
-49.779,0.92631
-45.843,0.92679
-48.878,0.92728
-46.622,0.92777
-51.535,0.92826
-46.785,0.92875
-47.658,0.92923
-56.512,0.92972
-52.602,0.93021
-51.987,0.9307
-54.006,0.93119
-44.536,0.93167
-50.033,0.93216
-46.845,0.93265
-47.973,0.93314
-54.412,0.93363
-55.696,0.93411
-55.255,0.9346
-52.915,0.93509
-48.08,0.93558
-46.286,0.93607
-53.03,0.93655
-53.132,0.93704
-43.858,0.93753
-44.165,0.93802
-52.126,0.93851
-51.978,0.93899
-53.123,0.93948
-57.83,0.93997
-60.186,0.94046
-53.468,0.94095
-50.174,0.94143
-50.349,0.94192
-48.237,0.94241
-50.548,0.9429
-58.994,0.94339
-54.883,0.94388
-48.284,0.94436
-57.412,0.94485
-49.362,0.94534
-47.51,0.94583
-62.752,0.94632
-56.393,0.9468
-54.86,0.94729
-48.771,0.94778
-48.057,0.94827
-56.606,0.94876
-50.285,0.94924
-51.851,0.94973
-48.104,0.95022
-53.844,0.95071
-49.079,0.9512
-52.706,0.95168
-45.496,0.95217
-44.143,0.95266
-55.875,0.95315
-47.319,0.95364
-50.073,0.95412
-54.273,0.95461
-46.798,0.9551
-46.605,0.95559
-67.038,0.95608
-53.867,0.95656
-62.812,0.95705
-52.154,0.95754
-48.171,0.95803
-46.886,0.95852
-51.028,0.959
-51.372,0.95949
-51.135,0.95998
-47.626,0.96047
-52.756,0.96096
-48.062,0.96144
-48.705,0.96193
-59.532,0.96242
-53.927,0.96291
-47.55,0.9634
-52.242,0.96388
-49.653,0.96437
-51.141,0.96486
-58.443,0.96535
-52.416,0.96584
-54.327,0.96633
-48.87,0.96681
-45.975,0.9673
-48.913,0.96779
-43.897,0.96828
-43.345,0.96877
-53.06,0.96925
-48.628,0.96974
-47.47,0.97023
-44.956,0.97072
-47.313,0.97121
-48.914,0.97169
-44.486,0.97218
-44.47,0.97267
-45.083,0.97316
-45.396,0.97365
-46.082,0.97413
-52.488,0.97462
-50.738,0.97511
-50.924,0.9756
-54.234,0.97609
-54.746,0.97657
-50.248,0.97706
-58.866,0.97755
-67.54,0.97804
-55.311,0.97853
-49.823,0.97901
-48.441,0.9795
-51.336,0.97999
-48.917,0.98048
-48.259,0.98097
-56.512,0.98145
-49.766,0.98194
-48.609,0.98243
-55.423,0.98292
-55.42,0.98341
-56.869,0.98389
-54.431,0.98438
-62.527,0.98487
-53.694,0.98536
-50.233,0.98585
-48.876,0.98633
-47.479,0.98682
-50.224,0.98731
-54.205,0.9878
-46.466,0.98829
-47.846,0.98878
-53.837,0.98926
-51.406,0.98975
-51.278,0.99024
-45.287,0.99073
-45.483,0.99122
-50.267,0.9917
-51.032,0.99219
-47.425,0.99268
-47.352,0.99317
-50.81,0.99366
-60.492,0.99414
-55.037,0.99463
-53.966,0.99512
-53,0.99561
-49.665,0.9961
-47.047,0.99658
-51.369,0.99707
-66.307,0.99756
-62.357,0.99805
-64.198,0.99854
-70.301,0.99902
-60.343,0.99951
